run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.HTcondX,metrics.diff_q,metrics.HY,metrics.VI of T and T_,metrics.Expected optimal HTcondX,metrics.loss,metrics.converged,metrics.penalty,metrics.HT,metrics.Final IB loss,metrics.Expected optimal HYcondT,metrics.HYcondT,metrics.Expected optimal HT,metrics.HcYdoT,metrics.Expected optimal HcYdoT,metrics.Expected optimal IB loss,metrics.diff_loss,params.max iter,params.bs,params.gamma,params.end_lr_factor,params.bxi,params.beta,params.eps,params.lr,params.by,params.Learned q,params.Expected optimal q,params.r_y,params.uncertainty_y,tags.mlflow.source.name,tags.mlflow.source.git.commit,tags.mlflow.user,tags.method,tags.mlflow.runName,tags.mlflow.source.type,tags.optimizer,tags.loss
6b9eb4ea489d4f4ba466a5d8fb40fc0c,623000886928194751,FINISHED,mlflow-artifacts:/623000886928194751/6b9eb4ea489d4f4ba466a5d8fb40fc0c/artifacts,2025-02-05 11:42:20.113000+00:00,2025-02-05 11:42:33.636000+00:00,-0.0,0.0,2.014693021774292,1.1433086106072023,-0.0,-0.8543868064880371,1.0,0.0,1.8703455924987793,-0.8543868064880371,1.225773572921753,1.1603062152862549,1.4325816631317139,1.4075498580932617,1.2344979047775269,-0.7889194488525391,0.0,1000,0.5,1.0,1.0,0.3,inf,1e-05,1.0,0.1,"tensor([[[[[1., 1.],
           [1., 0.]],

          [[0., 0.],
           [0., 0.]]],


         [[[0., 0.],
           [0., 0.]],

          [[0., 0.],
           [0., 0.]]]],



        [[[[0., 0.],
           [0., 0.]],

          [[0., 0.],
           [0., 0.]]],


         [[[0., 0.],
           [0., 0.]],

          [[1., 1.],
           [1., 1.]]]],



        [[[[0., 0.],
           [0., 1.]],

          [[1., 0.],
           [0., 0.]]],


         [[[1., 0.],
           [0., 0.]],

          [[0., 0.],
           [0., 0.]]]],



        [[[[0., 0.],
           [0., 0.]],

          [[0., 1.],
           [1., 1.]]],


         [[[0., 1.],
           [1., 1.]],

          [[0., 0.],
           [0., 0.]]]]], grad_fn=<RoundBackward1>)","tensor([[[[[1., 1.],
           [1., 1.]],

          [[0., 0.],
           [0., 0.]]],


         [[[0., 0.],
           [0., 0.]],

          [[0., 0.],
           [0., 0.]]]],



        [[[[0., 0.],
           [0., 0.]],

          [[1., 1.],
           [1., 1.]]],


         [[[1., 1.],
           [1., 1.]],

          [[0., 0.],
           [0., 0.]]]],



        [[[[0., 0.],
           [0., 0.]],

          [[0., 0.],
           [0., 0.]]],


         [[[0., 0.],
           [0., 0.]],

          [[1., 1.],
           [0., 0.]]]],



        [[[[0., 0.],
           [0., 0.]],

          [[0., 0.],
           [0., 0.]]],


         [[[0., 0.],
           [0., 0.]],

          [[0., 0.],
           [1., 1.]]]]])",,,cib_optimization/optimize_cib.py,45345caa3f2538233a03cbc3e5b71daf91a5b4d3,fsimoes,IB,"gamma=1.0--bxi=0.3,by=0.1,bs=0.5",LOCAL,pGD,wIB
53fd84f41ef54196bfbb2cb8b65f9c1e,623000886928194751,FINISHED,mlflow-artifacts:/623000886928194751/53fd84f41ef54196bfbb2cb8b65f9c1e/artifacts,2025-02-05 11:41:41.676000+00:00,2025-02-05 11:42:16.831000+00:00,0.2816193699836731,0.03093726374208927,2.014693021774292,0.6624507481263295,-0.0,-0.34867721796035767,0.0,0.0,1.4203745126724243,-0.34867721796035767,1.225773572921753,1.2941577434539795,1.4325816631317139,1.4000554084777832,1.2344979047775269,-0.3446192443370819,0.0025327205657958984,1000,0.5,0.8,1.0,0.3,4.0,1e-05,1.0,0.1,"tensor([[[[[0.0000, 0.0000],
           [0.0000, 0.0000]],

          [[0.0000, 0.0000],
           [0.0000, 0.0000]]],


         [[[0.0000, 0.0000],
           [0.0000, 0.0000]],

          [[0.2200, 0.2000],
           [0.4400, 0.3100]]]],



        [[[[0.0100, 0.0100],
           [0.0100, 0.1200]],

          [[0.8400, 0.9900],
           [0.9900, 0.9900]]],


         [[[0.8400, 0.9900],
           [0.9900, 0.9900]],

          [[0.0000, 0.0000],
           [0.0000, 0.0000]]]],



        [[[[0.9900, 0.9900],
           [0.9900, 0.8800]],

          [[0.1600, 0.0100],
           [0.0100, 0.0100]]],


         [[[0.1600, 0.0100],
           [0.0100, 0.0100]],

          [[0.0000, 0.0000],
           [0.0000, 0.0000]]]],



        [[[[0.0000, 0.0000],
           [0.0000, 0.0000]],

          [[0.0000, 0.0000],
           [0.0000, 0.0000]]],


         [[[0.0000, 0.0000],
           [0.0000, 0.0000]],

          [[0.7800, 0.8000],
           [0.5600, 0.6900]]]]], grad_fn=<RoundBackward1>)","tensor([[[[[1., 1.],
           [1., 1.]],

          [[0., 0.],
           [0., 0.]]],


         [[[0., 0.],
           [0., 0.]],

          [[0., 0.],
           [0., 0.]]]],



        [[[[0., 0.],
           [0., 0.]],

          [[1., 1.],
           [1., 1.]]],


         [[[1., 1.],
           [1., 1.]],

          [[0., 0.],
           [0., 0.]]]],



        [[[[0., 0.],
           [0., 0.]],

          [[0., 0.],
           [0., 0.]]],


         [[[0., 0.],
           [0., 0.]],

          [[1., 1.],
           [0., 0.]]]],



        [[[[0., 0.],
           [0., 0.]],

          [[0., 0.],
           [0., 0.]]],


         [[[0., 0.],
           [0., 0.]],

          [[0., 0.],
           [1., 1.]]]]])",,,cib_optimization/optimize_cib.py,45345caa3f2538233a03cbc3e5b71daf91a5b4d3,fsimoes,IB,"gamma=0.8--bxi=0.3,by=0.1,bs=0.5",LOCAL,pGD,wIB
a3af62789167406987f926d5d973835d,623000886928194751,FINISHED,mlflow-artifacts:/623000886928194751/a3af62789167406987f926d5d973835d/artifacts,2025-02-05 11:41:04.294000+00:00,2025-02-05 11:41:38.742000+00:00,1.74474036693573,0.06856753677129745,2.014693021774292,3.0113457213973436,-0.0,-0.005146197974681854,0.0,0.0,1.9884634017944336,-0.005146197974681854,1.225773572921753,1.843634009361267,1.4325816631317139,2.0191195011138916,1.2344979047775269,0.09968098998069763,-0.004480384290218353,1000,0.5,0.6,1.0,0.3,1.5,1e-05,1.0,0.1,"tensor([[[[[0.1500, 0.2400],
           [0.2400, 0.2800]],

          [[0.3000, 0.3100],
           [0.3100, 0.3100]]],


         [[[0.3000, 0.3100],
           [0.3100, 0.3100]],

          [[0.0100, 0.0300],
           [0.0200, 0.0100]]]],



        [[[[0.1800, 0.2800],
           [0.2800, 0.3300]],

          [[0.3500, 0.3600],
           [0.3600, 0.3700]]],


         [[[0.3500, 0.3600],
           [0.3600, 0.3700]],

          [[0.0400, 0.0200],
           [0.0400, 0.0500]]]],



        [[[[0.1300, 0.2000],
           [0.2000, 0.2300]],

          [[0.2500, 0.2600],
           [0.2600, 0.2600]]],


         [[[0.2500, 0.2600],
           [0.2600, 0.2600]],

          [[0.0200, 0.0300],
           [0.0300, 0.0200]]]],



        [[[[0.5400, 0.2800],
           [0.2800, 0.1500]],

          [[0.0900, 0.0700],
           [0.0700, 0.0600]]],


         [[[0.0900, 0.0700],
           [0.0700, 0.0600]],

          [[0.9300, 0.9100],
           [0.9000, 0.9100]]]]], grad_fn=<RoundBackward1>)","tensor([[[[[1., 1.],
           [1., 1.]],

          [[0., 0.],
           [0., 0.]]],


         [[[0., 0.],
           [0., 0.]],

          [[0., 0.],
           [0., 0.]]]],



        [[[[0., 0.],
           [0., 0.]],

          [[1., 1.],
           [1., 1.]]],


         [[[1., 1.],
           [1., 1.]],

          [[0., 0.],
           [0., 0.]]]],



        [[[[0., 0.],
           [0., 0.]],

          [[0., 0.],
           [0., 0.]]],


         [[[0., 0.],
           [0., 0.]],

          [[1., 1.],
           [0., 0.]]]],



        [[[[0., 0.],
           [0., 0.]],

          [[0., 0.],
           [0., 0.]]],


         [[[0., 0.],
           [0., 0.]],

          [[0., 0.],
           [1., 1.]]]]])",,,cib_optimization/optimize_cib.py,45345caa3f2538233a03cbc3e5b71daf91a5b4d3,fsimoes,IB,"gamma=0.6--bxi=0.3,by=0.1,bs=0.5",LOCAL,pGD,wIB
8ec382d71e2c4ac98badaa5072b7942b,623000886928194751,FINISHED,mlflow-artifacts:/623000886928194751/8ec382d71e2c4ac98badaa5072b7942b/artifacts,2025-02-05 11:40:53.219000+00:00,2025-02-05 11:41:01.127000+00:00,1.9424257278442383,9.860808859230019e-06,2.014693021774292,3.3753836004522975,-0.0,-1.0728836059570312e-06,1.0,0.0,1.9424253702163696,-1.0728836059570312e-06,1.225773572921753,2.01469087600708,1.4325816631317139,2.3618156909942627,1.2344979047775269,0.5439812541007996,-1.1920928955078125e-07,1000,0.5,0.4,1.0,0.3,0.6666666269302368,1e-05,1.0,0.1,"tensor([[[[[0.2000, 0.2000],
           [0.2000, 0.2000]],

          [[0.2000, 0.2000],
           [0.2000, 0.2000]]],


         [[[0.2000, 0.2000],
           [0.2000, 0.2000]],

          [[0.2000, 0.2000],
           [0.2000, 0.2000]]]],



        [[[[0.3100, 0.3100],
           [0.3100, 0.3100]],

          [[0.3100, 0.3100],
           [0.3100, 0.3100]]],


         [[[0.3100, 0.3100],
           [0.3100, 0.3100]],

          [[0.3100, 0.3100],
           [0.3100, 0.3100]]]],



        [[[[0.3300, 0.3300],
           [0.3300, 0.3300]],

          [[0.3300, 0.3300],
           [0.3300, 0.3300]]],


         [[[0.3300, 0.3300],
           [0.3300, 0.3300]],

          [[0.3300, 0.3300],
           [0.3300, 0.3300]]]],



        [[[[0.1600, 0.1600],
           [0.1600, 0.1600]],

          [[0.1600, 0.1600],
           [0.1600, 0.1600]]],


         [[[0.1600, 0.1600],
           [0.1600, 0.1600]],

          [[0.1600, 0.1600],
           [0.1600, 0.1600]]]]], grad_fn=<RoundBackward1>)","tensor([[[[[1., 1.],
           [1., 1.]],

          [[0., 0.],
           [0., 0.]]],


         [[[0., 0.],
           [0., 0.]],

          [[0., 0.],
           [0., 0.]]]],



        [[[[0., 0.],
           [0., 0.]],

          [[1., 1.],
           [1., 1.]]],


         [[[1., 1.],
           [1., 1.]],

          [[0., 0.],
           [0., 0.]]]],



        [[[[0., 0.],
           [0., 0.]],

          [[0., 0.],
           [0., 0.]]],


         [[[0., 0.],
           [0., 0.]],

          [[1., 1.],
           [0., 0.]]]],



        [[[[0., 0.],
           [0., 0.]],

          [[0., 0.],
           [0., 0.]]],


         [[[0., 0.],
           [0., 0.]],

          [[0., 0.],
           [1., 1.]]]]])",,,cib_optimization/optimize_cib.py,45345caa3f2538233a03cbc3e5b71daf91a5b4d3,fsimoes,IB,"gamma=0.4--bxi=0.3,by=0.1,bs=0.5",LOCAL,pGD,wIB
2408be515933417e8fe1c61592962ad0,623000886928194751,FINISHED,mlflow-artifacts:/623000886928194751/2408be515933417e8fe1c61592962ad0/artifacts,2025-02-05 11:40:44.477000+00:00,2025-02-05 11:40:50.064000+00:00,1.9848270416259766,9.394233529746998e-06,2.014693021774292,3.417460759165041,-0.0,-6.198883397701138e-07,1.0,0.0,1.9848268032073975,-6.198883397701138e-07,1.225773572921753,2.01469087600708,1.4325816631317139,2.361815929412842,1.2344979047775269,0.9882814884185791,-4.768372718899627e-08,1000,0.5,0.2,1.0,0.3,0.25,1e-05,1.0,0.1,"tensor([[[[[0.2200, 0.2200],
           [0.2200, 0.2200]],

          [[0.2200, 0.2200],
           [0.2200, 0.2200]]],


         [[[0.2200, 0.2200],
           [0.2200, 0.2200]],

          [[0.2200, 0.2200],
           [0.2200, 0.2200]]]],



        [[[[0.2900, 0.2900],
           [0.2900, 0.2900]],

          [[0.2900, 0.2900],
           [0.2900, 0.2900]]],


         [[[0.2900, 0.2900],
           [0.2900, 0.2900]],

          [[0.2900, 0.2900],
           [0.2900, 0.2900]]]],



        [[[[0.2800, 0.2800],
           [0.2800, 0.2800]],

          [[0.2800, 0.2800],
           [0.2800, 0.2800]]],


         [[[0.2800, 0.2800],
           [0.2800, 0.2800]],

          [[0.2800, 0.2800],
           [0.2800, 0.2800]]]],



        [[[[0.2100, 0.2100],
           [0.2100, 0.2100]],

          [[0.2100, 0.2100],
           [0.2100, 0.2100]]],


         [[[0.2100, 0.2100],
           [0.2100, 0.2100]],

          [[0.2100, 0.2100],
           [0.2100, 0.2100]]]]], grad_fn=<RoundBackward1>)","tensor([[[[[1., 1.],
           [1., 1.]],

          [[0., 0.],
           [0., 0.]]],


         [[[0., 0.],
           [0., 0.]],

          [[0., 0.],
           [0., 0.]]]],



        [[[[0., 0.],
           [0., 0.]],

          [[1., 1.],
           [1., 1.]]],


         [[[1., 1.],
           [1., 1.]],

          [[0., 0.],
           [0., 0.]]]],



        [[[[0., 0.],
           [0., 0.]],

          [[0., 0.],
           [0., 0.]]],


         [[[0., 0.],
           [0., 0.]],

          [[1., 1.],
           [0., 0.]]]],



        [[[[0., 0.],
           [0., 0.]],

          [[0., 0.],
           [0., 0.]]],


         [[[0., 0.],
           [0., 0.]],

          [[0., 0.],
           [1., 1.]]]]])",,,cib_optimization/optimize_cib.py,45345caa3f2538233a03cbc3e5b71daf91a5b4d3,fsimoes,IB,"gamma=0.2--bxi=0.3,by=0.1,bs=0.5",LOCAL,pGD,wIB
dc164e3135fa40ebaf13fd4702876275,623000886928194751,FINISHED,mlflow-artifacts:/623000886928194751/dc164e3135fa40ebaf13fd4702876275/artifacts,2025-02-05 11:40:37.750000+00:00,2025-02-05 11:40:41.469000+00:00,1.9294257164001465,9.68108815868618e-06,2.014693021774292,3.362097359882277,-0.0,2.384185791015625e-07,1.0,0.0,1.9294259548187256,2.384185791015625e-07,1.225773572921753,2.014690637588501,1.4325816631317139,2.3618156909942627,1.2344979047775269,1.4325816631317139,3.5762786865234375e-07,1000,0.5,0.0,1.0,0.3,0.0,1e-05,1.0,0.1,"tensor([[[[[0.1600, 0.1600],
           [0.1600, 0.1600]],

          [[0.1600, 0.1600],
           [0.1600, 0.1600]]],


         [[[0.1600, 0.1600],
           [0.1600, 0.1600]],

          [[0.1600, 0.1600],
           [0.1600, 0.1600]]]],



        [[[[0.2300, 0.2300],
           [0.2300, 0.2300]],

          [[0.2300, 0.2300],
           [0.2300, 0.2300]]],


         [[[0.2300, 0.2300],
           [0.2300, 0.2300]],

          [[0.2300, 0.2300],
           [0.2300, 0.2300]]]],



        [[[[0.3800, 0.3800],
           [0.3800, 0.3800]],

          [[0.3800, 0.3800],
           [0.3800, 0.3800]]],


         [[[0.3800, 0.3800],
           [0.3800, 0.3800]],

          [[0.3800, 0.3800],
           [0.3800, 0.3800]]]],



        [[[[0.2300, 0.2300],
           [0.2300, 0.2300]],

          [[0.2300, 0.2300],
           [0.2300, 0.2300]]],


         [[[0.2300, 0.2300],
           [0.2300, 0.2300]],

          [[0.2300, 0.2300],
           [0.2300, 0.2300]]]]], grad_fn=<RoundBackward1>)","tensor([[[[[1., 1.],
           [1., 1.]],

          [[0., 0.],
           [0., 0.]]],


         [[[0., 0.],
           [0., 0.]],

          [[0., 0.],
           [0., 0.]]]],



        [[[[0., 0.],
           [0., 0.]],

          [[1., 1.],
           [1., 1.]]],


         [[[1., 1.],
           [1., 1.]],

          [[0., 0.],
           [0., 0.]]]],



        [[[[0., 0.],
           [0., 0.]],

          [[0., 0.],
           [0., 0.]]],


         [[[0., 0.],
           [0., 0.]],

          [[1., 1.],
           [0., 0.]]]],



        [[[[0., 0.],
           [0., 0.]],

          [[0., 0.],
           [0., 0.]]],


         [[[0., 0.],
           [0., 0.]],

          [[0., 0.],
           [1., 1.]]]]])",,,cib_optimization/optimize_cib.py,45345caa3f2538233a03cbc3e5b71daf91a5b4d3,fsimoes,IB,"gamma=0.0--bxi=0.3,by=0.1,bs=0.5",LOCAL,pGD,wIB
bc1757086b074f7f9e3922f64fc7ab8a,623000886928194751,FINISHED,mlflow-artifacts:/623000886928194751/bc1757086b074f7f9e3922f64fc7ab8a/artifacts,2025-02-05 11:40:33.128000+00:00,2025-02-05 11:40:34.804000+00:00,-0.0,0.0,2.0550365447998047,0.6887219345719515,-0.0,-0.8419164419174194,1.0,0.0,1.5612781047821045,-0.8419164419174194,1.2661513090133667,1.2131201028823853,1.5612781047821045,1.9056388139724731,1.7499998807907104,-0.788885235786438,0.0,1000,,1.0,1.0,,inf,1e-05,1.0,,"tensor([[[1., 1.],
         [0., 0.]],

        [[0., 0.],
         [1., 0.]],

        [[0., 0.],
         [0., 1.]]], grad_fn=<RoundBackward1>)","tensor([[[1., 0.],
         [0., 0.]],

        [[0., 1.],
         [1., 0.]],

        [[0., 0.],
         [0., 1.]]])",0.5,,cib_optimization/optimize_cib.py,45345caa3f2538233a03cbc3e5b71daf91a5b4d3,fsimoes,IB,gamma=1.0--ry=0.5,LOCAL,pGD,wIB
7feec917a0594ecc90d0c61ce9b4c6b2,623000886928194751,FINISHED,mlflow-artifacts:/623000886928194751/7feec917a0594ecc90d0c61ce9b4c6b2/artifacts,2025-02-05 11:40:28.739000+00:00,2025-02-05 11:40:30.296000+00:00,0.013525726273655891,4.2661786210373975e-06,2.0550365447998047,0.6925715177399656,-0.0,-0.36170539259910583,1.0,0.0,1.5603655576705933,-0.36170539259910583,1.2661513090133667,1.2161948680877686,1.5612781047821045,1.9059572219848633,1.7499998807907104,-0.31885260343551636,-5.960464477539063e-08,1000,,0.8,1.0,,4.0,1e-05,1.0,,"tensor([[[1.0000, 1.0000],
         [0.0100, 0.0000]],

        [[0.0000, 0.0000],
         [0.0000, 1.0000]],

        [[0.0000, 0.0000],
         [0.9900, 0.0000]]], grad_fn=<RoundBackward1>)","tensor([[[1., 0.],
         [0., 0.]],

        [[0., 1.],
         [1., 0.]],

        [[0., 0.],
         [0., 1.]]])",0.5,,cib_optimization/optimize_cib.py,45345caa3f2538233a03cbc3e5b71daf91a5b4d3,fsimoes,IB,gamma=0.8--ry=0.5,LOCAL,pGD,wIB
d3939370454d4ed78276abf56e2c8d9b,623000886928194751,FINISHED,mlflow-artifacts:/623000886928194751/d3939370454d4ed78276abf56e2c8d9b/artifacts,2025-02-05 11:40:15.790000+00:00,2025-02-05 11:40:25.096000+00:00,1.4510679244995117,9.791265256353654e-06,2.0550365447998047,3.01205333098722,-0.0,-0.0050286296755075455,1.0,0.0,1.4510680437088013,-0.0050286296755075455,1.2661513090133667,2.0466554164886475,1.5612781047821045,2.2987942695617676,1.7499998807907104,0.15118008852005005,1.9045546650886536e-07,1000,,0.6,1.0,,1.5,1e-05,1.0,,"tensor([[[0.5200, 0.5200],
         [0.5200, 0.5200]],

        [[0.3000, 0.3000],
         [0.3000, 0.3000]],

        [[0.1700, 0.1700],
         [0.1700, 0.1700]]], grad_fn=<RoundBackward1>)","tensor([[[1., 0.],
         [0., 0.]],

        [[0., 1.],
         [1., 0.]],

        [[0., 0.],
         [0., 1.]]])",0.5,,cib_optimization/optimize_cib.py,45345caa3f2538233a03cbc3e5b71daf91a5b4d3,fsimoes,IB,gamma=0.6--ry=0.5,LOCAL,pGD,wIB
afe0d6f192bb46e99a377e6be7d1a0cb,623000886928194751,FINISHED,mlflow-artifacts:/623000886928194751/afe0d6f192bb46e99a377e6be7d1a0cb/artifacts,2025-02-05 11:40:11.191000+00:00,2025-02-05 11:40:12.683000+00:00,1.4927263259887695,7.97029679233674e-06,2.0550365447998047,3.054079471252792,-0.0,-0.0033524513710290194,1.0,0.0,1.4927263259887695,-0.0033524513710290194,1.2661513090133667,2.0466554164886475,1.5612781047821045,2.2987942695617676,1.7499998807907104,0.6212128400802612,0.0,1000,,0.4,1.0,,0.6666666269302368,1e-05,1.0,,"tensor([[[0.5100, 0.5100],
         [0.5100, 0.5100]],

        [[0.2400, 0.2400],
         [0.2400, 0.2400]],

        [[0.2600, 0.2600],
         [0.2600, 0.2600]]], grad_fn=<RoundBackward1>)","tensor([[[1., 0.],
         [0., 0.]],

        [[0., 1.],
         [1., 0.]],

        [[0., 0.],
         [0., 1.]]])",0.5,,cib_optimization/optimize_cib.py,45345caa3f2538233a03cbc3e5b71daf91a5b4d3,fsimoes,IB,gamma=0.4--ry=0.5,LOCAL,pGD,wIB
